student_pid,State,Started on,Completed,Grade/10.00,topic,labType
spid1_XHNNDRSRWD3JIQQO5TGQHWZVYR,Finished,02/03/2023 21:06,09/03/2023 21:06,0.0,File IO,Postlab
spid1_EMITTMQJXRBUCI3JE5PZFA34MW,Finished,02/03/2023 21:14,09/03/2023 21:14,6.67,File IO,Postlab
spid1_IFV2D2T42KFGAZQN3X7NSHSDLZ,Finished,02/03/2023 22:23,09/03/2023 22:23,0.0,File IO,Postlab
spid1_FTBDEDEMH7E5U7FTV2PDPQFEHW,Finished,02/03/2023 22:42,09/03/2023 22:42,0.0,File IO,Postlab
spid1_Y2F476JQHEKTV4IXXMBIS4RAAV,Finished,03/03/2023 7:07,10/03/2023 7:07,3.33,File IO,Postlab
spid1_FH5KMXH3JGCARSIDZVNUUFIO3G,Finished,03/03/2023 9:44,03/03/2023 13:33,10.0,File IO,Postlab
spid1_TQRXZODZDEDVVER7XTDXPQHFGY,Finished,03/03/2023 10:23,10/03/2023 10:23,0.0,File IO,Postlab
spid1_HSDUVP6U7FZGCOGWXPTWAN5VR5,Finished,03/03/2023 15:26,07/03/2023 14:56,10.0,File IO,Postlab
spid1_2GXJ25K35G7R4QWN4AWMGQRZP5,Finished,03/03/2023 15:33,10/03/2023 15:33,0.0,File IO,Postlab
spid1_B47ZVGLZHPHNJQKLUQTPGYNQRJ,Finished,03/03/2023 22:56,10/03/2023 22:56,4.67,File IO,Postlab
spid1_VCGPBF7NZXJ7DWMJVV6PR7PDJX,Finished,04/03/2023 10:32,11/03/2023 10:32,0.0,File IO,Postlab
spid1_UOPDSXZTQ6K7HDMUZSU3IH6VTC,Finished,04/03/2023 23:55,11/03/2023 23:55,0.0,File IO,Postlab
spid1_JQ26SCIVRXBNCMJUJM2NADRMUS,Finished,05/03/2023 0:50,12/03/2023 0:50,8.0,File IO,Postlab
spid1_WWI5NPPUTFZSYCEWJD5KPBIYWA,Finished,05/03/2023 8:01,12/03/2023 8:01,0.0,File IO,Postlab
spid1_LIBCHHNFYFGZ4AXQTM7JAGAMAU,Finished,05/03/2023 9:15,12/03/2023 9:15,3.33,File IO,Postlab
spid1_WBSXUBFAS4ZRZDLIPVF5B3O5GY,Finished,05/03/2023 12:24,12/03/2023 12:24,8.67,File IO,Postlab
spid1_SRREVKXS3BM65PUQHATIEE2YHB,Finished,05/03/2023 15:58,12/03/2023 15:58,3.33,File IO,Postlab
spid1_7UOKDXTFDA2NMZ3RE4E5MO2QFO,Finished,05/03/2023 16:08,05/03/2023 18:07,2.33,File IO,Postlab
spid1_PLFT66SNJJAXWZSH2A545CPFTZ,Finished,05/03/2023 16:59,05/03/2023 17:48,10.0,File IO,Postlab
spid1_UGHR3JRDMSI2FM4Z4QS3KNDNW3,Finished,05/03/2023 20:18,12/03/2023 20:18,2.33,File IO,Postlab
spid1_P6KFTOMDNSKNA2LTIU2YWD7AM6,Finished,05/03/2023 21:40,06/03/2023 21:38,10.0,File IO,Postlab
spid1_3MKOHWII67KUJQ3RZNWM5KV5QA,Finished,05/03/2023 22:19,12/03/2023 22:19,0.0,File IO,Postlab
spid1_AJ4AQK3OPOWQRJTID7CPV2DGOR,Finished,05/03/2023 23:34,06/03/2023 21:17,6.67,File IO,Postlab
spid1_QGTZJ3S4ISWAXV7Y5D7XZCJGL6,Finished,06/03/2023 1:31,13/03/2023 1:31,0.0,File IO,Postlab
spid1_YOLCCKMVNSXDYZMT4MLWOJYGLT,Finished,06/03/2023 10:21,13/03/2023 10:21,3.33,File IO,Postlab
spid1_RPEICQY3HVR4LVKJ6JLNHE7PX4,Finished,06/03/2023 10:40,13/03/2023 10:40,0.0,File IO,Postlab
spid1_BKHTCAAQR5TA4KDN4WDE3TWV2J,Finished,06/03/2023 12:32,13/03/2023 12:32,3.33,File IO,Postlab
spid1_ZDQMP4TOXWWVQPZXHFR7Z75CR4,Finished,06/03/2023 14:05,08/03/2023 10:24,10.0,File IO,Postlab
spid1_756TUVQ5NOHXVZ3AFD3PM2XG7N,Finished,06/03/2023 14:05,13/03/2023 14:05,10.0,File IO,Postlab
spid1_BX3ILZAON6VGZW67Z5IK5AX7SE,Finished,06/03/2023 14:49,10/03/2023 1:33,10.0,File IO,Postlab
spid1_6AFBFCSYI5LMQMKKE2AADQEEWT,Finished,06/03/2023 15:13,06/03/2023 15:16,10.0,File IO,Postlab
spid1_YSEF34UQQVZPURILR2CI6NYCBM,Finished,06/03/2023 15:23,13/03/2023 15:23,4.67,File IO,Postlab
spid1_UWYQ6YZSQ5LCKPKLLWCJFXEF66,Finished,06/03/2023 15:24,13/03/2023 15:24,8.67,File IO,Postlab
spid1_TLKG7NGTN73PJFBQCWKAVTNYW5,Finished,06/03/2023 16:04,13/03/2023 16:04,0.0,File IO,Postlab
spid1_UOMKCNFOLBBFWSTGRANMPPPEZU,Finished,06/03/2023 18:04,08/03/2023 15:25,10.0,File IO,Postlab
spid1_XJTLQY3CBVOY5OP3IMKT5QQYSD,Finished,06/03/2023 18:59,13/03/2023 18:59,1.67,File IO,Postlab
spid1_AJ4AQK3OPOWQRJTID7CPV2DGOR,Finished,06/03/2023 21:18,07/03/2023 22:50,6.67,File IO,Postlab
spid1_MKG2HUJB6NRVOIZSBM7O2U3KFC,Finished,06/03/2023 23:16,12/03/2023 20:54,5.0,File IO,Postlab
spid1_LIWCWQ4PWOSKUFWY4XM3V3BAS3,Finished,07/03/2023 0:27,07/03/2023 0:39,0.0,File IO,Postlab
spid1_DHEPDYH4Q2EZ6XIV4UQO2LNYHL,Finished,07/03/2023 5:19,14/03/2023 5:19,6.67,File IO,Postlab
spid1_LIWCWQ4PWOSKUFWY4XM3V3BAS3,Finished,07/03/2023 7:09,07/03/2023 10:26,3.33,File IO,Postlab
spid1_D6LOZ5CCPERHMB6ALQGMB2N2R3,Finished,07/03/2023 9:51,08/03/2023 14:34,8.33,File IO,Postlab
spid1_2QFWVYXB2TRMISPDB6BUGJ66CW,Finished,07/03/2023 12:30,14/03/2023 12:30,3.33,File IO,Postlab
spid1_LIWCWQ4PWOSKUFWY4XM3V3BAS3,Finished,07/03/2023 15:11,07/03/2023 15:43,3.67,File IO,Postlab
spid1_ZL7BTF3BWL2ZASELLVFKX4RICD,Finished,07/03/2023 15:50,07/03/2023 23:30,10.0,File IO,Postlab
spid1_CTICCGXT327YXLLGIW7K73RL5P,Finished,07/03/2023 17:01,14/03/2023 17:01,0.0,File IO,Postlab
spid1_LIWCWQ4PWOSKUFWY4XM3V3BAS3,Finished,07/03/2023 18:35,08/03/2023 10:16,10.0,File IO,Postlab
spid1_6O5F6BYYBOIJX7HSGSXWMR6SBK,Finished,07/03/2023 19:37,14/03/2023 19:37,0.0,File IO,Postlab
spid1_QQURAS4M325IGAF4UJAQJQVB4O,Finished,07/03/2023 20:07,14/03/2023 20:07,2.67,File IO,Postlab
spid1_LODFF27AFHEHZPLG3CCB4DZESH,Finished,07/03/2023 22:01,14/03/2023 22:01,4.67,File IO,Postlab
spid1_G5FJB7J6CZZSTFJHBME7CRG5MT,Finished,07/03/2023 22:31,14/03/2023 22:31,2.67,File IO,Postlab
spid1_PHRQYZSO2CI3HM5HEXTUKD43BJ,Finished,07/03/2023 23:17,07/03/2023 23:20,0.0,File IO,Postlab
spid1_AJ4AQK3OPOWQRJTID7CPV2DGOR,Finished,08/03/2023 7:41,08/03/2023 11:34,10.0,File IO,Postlab
spid1_BSIQSU5TAJY3YCPQTFAFN7EYQH,Finished,08/03/2023 9:21,15/03/2023 9:21,0.0,File IO,Postlab
spid1_KMHA3Y2DBYHGMFJVV4JIZ46GFA,Finished,08/03/2023 9:46,08/03/2023 10:51,10.0,File IO,Postlab
spid1_OQNUCPBVZPA3O7HCWO2WBGZIZV,Finished,08/03/2023 13:32,15/03/2023 13:32,3.33,File IO,Postlab
spid1_564JHEWYSALUX52ZCPAWK3JAB7,Finished,08/03/2023 16:22,12/03/2023 15:44,8.33,File IO,Postlab
spid1_Y7C76AHZOFC6DOKLVMFAECHMLT,Finished,08/03/2023 18:22,15/03/2023 18:22,8.0,File IO,Postlab
spid1_VI6IQHGCQOUJOZKHR3SIUEROWP,Finished,08/03/2023 20:03,09/03/2023 22:40,10.0,File IO,Postlab
spid1_LJ7IRDL4VEKZVFNZHBRT4JGBMH,Finished,08/03/2023 23:27,08/03/2023 23:39,10.0,File IO,Postlab
spid1_5ELTYILHA5ETSD2V2IN32AGJEL,Finished,08/03/2023 23:35,15/03/2023 23:35,0.0,File IO,Postlab
spid1_EDPOOBU2U4SIBYL7L4GOZAH5OQ,Finished,09/03/2023 0:32,16/03/2023 0:32,3.33,File IO,Postlab
spid1_BJEGCCYCSUOK6RE73OZBGKLN6B,Finished,09/03/2023 5:30,11/03/2023 11:48,8.0,File IO,Postlab
spid1_L5FK4WCIEB25UEQOTKCU3BUW34,Finished,09/03/2023 11:40,16/03/2023 11:40,3.33,File IO,Postlab
spid1_2NQIGGCABS2MU6ARLDC3NJSXE2,Finished,09/03/2023 16:31,16/03/2023 16:31,4.67,File IO,Postlab
spid1_YEATACHBRZERYKO4Z5UTZFWESB,Finished,09/03/2023 16:48,16/03/2023 16:48,2.33,File IO,Postlab
spid1_QORYFTQFTHNJYZECNIYW3XR5HG,Finished,09/03/2023 17:30,16/03/2023 17:30,3.33,File IO,Postlab
spid1_W5WSAMKOGC22JG6T752OL7Y3YA,Finished,09/03/2023 20:20,16/03/2023 20:20,0.0,File IO,Postlab
spid1_Q4QXDGJSUQI4AIT5HU5OCHAUYO,Finished,09/03/2023 20:48,11/03/2023 21:17,7.67,File IO,Postlab
spid1_365N4AJPHFA65QIWMLAOXKIEVV,Finished,10/03/2023 9:05,17/03/2023 9:05,4.67,File IO,Postlab
spid1_QBUZCBS2H3ASDNST7YDYM6CNKF,Finished,10/03/2023 14:25,12/03/2023 22:59,10.0,File IO,Postlab
spid1_TAVZAE4YTQVUZ5F5K4CADLZTX3,Finished,10/03/2023 14:58,11/03/2023 8:15,10.0,File IO,Postlab
spid1_MZ5G3V57QREZMBM5TEIXUXSLPE,Finished,10/03/2023 16:24,10/03/2023 18:08,10.0,File IO,Postlab
spid1_DG3R553VMNAPABBOXAFEUEZ5MV,Finished,10/03/2023 19:41,17/03/2023 19:41,4.0,File IO,Postlab
spid1_ZRDNPLBIX4JLI7JLO6I3YG7OTV,Finished,10/03/2023 22:24,12/03/2023 12:03,10.0,File IO,Postlab
spid1_7BDPJCGPUTFLUHTF3CEXALJTMI,Finished,11/03/2023 14:08,18/03/2023 10:37,10.0,File IO,Postlab
spid1_PNRATBNFO7X2FCAKTF64QGVXK6,Finished,11/03/2023 15:20,18/03/2023 15:20,6.67,File IO,Postlab
spid1_MY7PFQHXS3KP6SKHELQGZSITAF,Finished,11/03/2023 21:30,18/03/2023 21:30,0.0,File IO,Postlab
spid1_7LMKCIXV24PAGJMVOHABFR5S3T,Finished,11/03/2023 22:58,18/03/2023 22:58,0.0,File IO,Postlab
spid1_CI2MI3REH576TZ6FNQ4R2Q3G22,Finished,11/03/2023 23:46,12/03/2023 1:28,10.0,File IO,Postlab
spid1_BZ4VUZXKENHUFLPRFSUNQRXVW3,Finished,12/03/2023 10:26,19/03/2023 10:26,6.33,File IO,Postlab
spid1_Z4Y7PYWNAW7OZTYEEUJ3S3QABU,Finished,12/03/2023 10:44,12/03/2023 11:10,8.67,File IO,Postlab
spid1_NU2DITIGWJAWCEQ53QV3WUWRS4,Finished,12/03/2023 10:47,15/03/2023 11:30,10.0,File IO,Postlab
spid1_7FFBYRCEJPCM6LXNSV2IPZADCT,Finished,12/03/2023 11:49,17/03/2023 21:20,10.0,File IO,Postlab
spid1_4EIO47CK35PZ5P36CY7FWYBEE6,Finished,12/03/2023 13:37,19/03/2023 13:37,6.67,File IO,Postlab
spid1_PEWC7LNUE2KVSWMVPX5AVIYBWC,Finished,12/03/2023 15:39,19/03/2023 15:39,0.0,File IO,Postlab
spid1_A6F5UD6CHWTMX7CX574VFPMAWF,Finished,12/03/2023 18:17,19/03/2023 18:17,3.33,File IO,Postlab
spid1_J37WNUDS3P5DHBBT22XPITDCG6,Finished,12/03/2023 18:45,12/03/2023 18:55,3.0,File IO,Postlab
spid1_MKG2HUJB6NRVOIZSBM7O2U3KFC,Finished,12/03/2023 20:55,13/03/2023 22:38,10.0,File IO,Postlab
spid1_3LJMU63D4GUEHWZXRKWZGQWKG2,Finished,12/03/2023 23:01,19/03/2023 23:01,3.33,File IO,Postlab
spid1_5JNIKBBMEND3ORO6XQHKFNNXZL,Finished,13/03/2023 9:07,13/03/2023 9:49,10.0,File IO,Postlab
spid1_OXFVD2ONA4KW3Y7WPAGOVJ26OK,Finished,13/03/2023 11:01,20/03/2023 11:01,8.0,File IO,Postlab
spid1_564JHEWYSALUX52ZCPAWK3JAB7,Finished,13/03/2023 14:22,13/03/2023 14:50,9.67,File IO,Postlab
spid1_H5XINULQGS5ECYR3OANQ2SPIRG,Finished,13/03/2023 15:01,20/03/2023 15:01,0.0,File IO,Postlab
spid1_NARFP4S2CPHBW7XL3EC3VGM7TC,Finished,13/03/2023 16:17,17/03/2023 18:00,9.67,File IO,Postlab
spid1_TLKG7NGTN73PJFBQCWKAVTNYW5,Finished,13/03/2023 19:39,20/03/2023 19:39,0.0,File IO,Postlab
spid1_FTBDEDEMH7E5U7FTV2PDPQFEHW,Finished,13/03/2023 19:53,20/03/2023 19:53,3.33,File IO,Postlab
spid1_PTXIMSWY75MKMZ7EYXJMRFDXFY,Finished,13/03/2023 20:50,20/03/2023 20:50,2.33,File IO,Postlab
spid1_WWI5NPPUTFZSYCEWJD5KPBIYWA,Finished,13/03/2023 21:32,20/03/2023 21:32,1.67,File IO,Postlab
spid1_R6PLZ6SMHXJDGIEZHAFMQG4NJ3,Finished,13/03/2023 22:07,20/03/2023 22:07,3.0,File IO,Postlab
spid1_GGEIJZSXHHJVRYZVKVPE6Q4DCM,Finished,13/03/2023 23:02,15/03/2023 14:30,10.0,File IO,Postlab
spid1_MM3AR3532L6HAI77NZMTO6WOZ7,Finished,13/03/2023 23:41,20/03/2023 23:41,0.33,File IO,Postlab
spid1_DHEPDYH4Q2EZ6XIV4UQO2LNYHL,Finished,14/03/2023 5:21,21/03/2023 5:21,4.67,File IO,Postlab
spid1_E445HMNGJACA2QLGZT6ZFJZWQH,Finished,14/03/2023 13:48,17/03/2023 22:18,9.67,File IO,Postlab
spid1_AOBBV7KVVLG7AB4B4XWJIJDQNN,Finished,14/03/2023 14:40,21/03/2023 14:40,3.33,File IO,Postlab
spid1_VVXYEK4LDFGDK36EP2YTUHCJ53,Finished,14/03/2023 15:16,21/03/2023 15:16,6.67,File IO,Postlab
spid1_VTZ2THRSIPM6AQ3ROYPF3ZCO2H,Finished,14/03/2023 15:57,19/03/2023 23:24,4.67,File IO,Postlab
spid1_HY6YOY5HWT6SGQWE5BYEOZZBKB,Finished,14/03/2023 16:58,21/03/2023 16:58,3.0,File IO,Postlab
spid1_LXPQL2SXX3VLBHBN6H7OQV46T3,Finished,14/03/2023 20:36,15/03/2023 21:09,10.0,File IO,Postlab
spid1_BSIYV5RKO4ROS5XPRBBSUG2CNR,Finished,14/03/2023 20:39,15/03/2023 10:12,10.0,File IO,Postlab
spid1_YYBUJWLZIKEJQUQWQZVVH2N7UD,Finished,14/03/2023 21:13,21/03/2023 21:13,8.33,File IO,Postlab
spid1_2ON76LO454TXBIFK77NHFIHUUY,Finished,14/03/2023 23:16,21/03/2023 23:16,0.0,File IO,Postlab
spid1_QQURAS4M325IGAF4UJAQJQVB4O,Finished,15/03/2023 7:08,16/03/2023 15:25,10.0,File IO,Postlab
spid1_OEVGKE7GOS5KVM7CVQ36DS4WOY,Finished,15/03/2023 7:52,15/03/2023 13:46,10.0,File IO,Postlab
spid1_OWEK7GCF2XTRZOTKC7KGH664AF,Finished,15/03/2023 9:39,16/03/2023 10:41,4.33,File IO,Postlab
spid1_BYMNYD2NJ2Q47SHG7OWLALHQJP,Finished,15/03/2023 10:32,22/03/2023 10:32,4.0,File IO,Postlab
spid1_VW243TN2WUNYQI7ZFVX4VMINQ2,Finished,15/03/2023 13:59,22/03/2023 13:59,2.33,File IO,Postlab
spid1_WUGDG3VLOHDX3HEBCPF4VPZREP,Finished,15/03/2023 14:43,22/03/2023 14:43,4.67,File IO,Postlab
spid1_BQU5HAQMSASOA3F6HJFFAC7CZK,Finished,15/03/2023 14:58,19/03/2023 1:23,10.0,File IO,Postlab
spid1_4GNDEFTDF4MB3CRFI7SOCHGCZS,Finished,15/03/2023 15:18,22/03/2023 15:18,4.67,File IO,Postlab
spid1_URCNUC4STIDYKM4ZGITA74W7YW,Finished,15/03/2023 15:33,22/03/2023 15:33,9.33,File IO,Postlab
spid1_XVJAL4OONAC3ZBXWFH2PRCLG2Z,Finished,15/03/2023 17:04,22/03/2023 17:04,5.0,File IO,Postlab
spid1_XJLMDJFUNW3W3A4F3OMGCGIEPE,Finished,15/03/2023 18:41,22/03/2023 18:41,0.0,File IO,Postlab
spid1_6O5F6BYYBOIJX7HSGSXWMR6SBK,Finished,15/03/2023 20:12,22/03/2023 20:12,0.0,File IO,Postlab
spid1_TTI7O5QBPJLSDV2CHCFX4GHA6T,Finished,15/03/2023 21:37,22/03/2023 21:37,4.67,File IO,Postlab
spid1_3SX6F2DYDUN4YU5JEPNUSK2MGF,Finished,15/03/2023 22:02,16/03/2023 8:22,10.0,File IO,Postlab
spid1_S2I2OIJFEYD3752O2A3SNHEDLY,Finished,15/03/2023 23:31,17/03/2023 13:13,10.0,File IO,Postlab
spid1_L6VALHUQ7ZNN3TWIQLSQVRBA7V,Finished,15/03/2023 23:44,22/03/2023 23:44,3.0,File IO,Postlab
spid1_UPRDA6LNBF5BR23E7VE73X4IPK,Finished,16/03/2023 10:48,23/03/2023 10:48,3.33,File IO,Postlab
spid1_3PXWHT2T52KEV4FQB2YNJV4NAT,Finished,16/03/2023 14:48,19/03/2023 15:30,10.0,File IO,Postlab
spid1_LILEYZTQMCEJUL7T25F4X2TU3I,Finished,16/03/2023 18:10,23/03/2023 18:10,8.33,File IO,Postlab
spid1_SBWLZKRZ5QWDUIA756BSWNONNU,Finished,16/03/2023 19:58,23/03/2023 19:58,3.0,File IO,Postlab
spid1_V2536LX2KFES5JLBLQWOFOMPQG,Finished,16/03/2023 20:13,23/03/2023 20:13,5.67,File IO,Postlab
spid1_2XS47NYKIHSEMN2ED3LN7XTUAO,Finished,17/03/2023 0:36,20/03/2023 0:13,2.67,File IO,Postlab
spid1_KCW2TFPIZM6B4Y7ERIUCVUOCWF,Finished,17/03/2023 14:09,24/03/2023 14:09,3.33,File IO,Postlab
spid1_EI7P54KJ4LNXX6PBALANPSPFRM,Finished,17/03/2023 16:57,24/03/2023 16:57,3.33,File IO,Postlab
spid1_UGHR3JRDMSI2FM4Z4QS3KNDNW3,Finished,17/03/2023 19:36,17/03/2023 21:04,10.0,File IO,Postlab
spid1_4NHS7R537CBWNT6PL3MKZUFM3O,Finished,17/03/2023 20:40,24/03/2023 20:40,3.33,File IO,Postlab
spid1_NNDW34XBIAGKNQE5QGM5HCMACH,Finished,17/03/2023 21:26,24/03/2023 21:26,0.0,File IO,Postlab
spid1_7OVY3YWP6YBFLWDOLAPJ4KXW4S,Finished,17/03/2023 22:00,24/03/2023 22:00,9.67,File IO,Postlab
spid1_DNBXXKK5IH3F72UO4MGZY6CS5W,Finished,18/03/2023 1:04,25/03/2023 1:04,3.33,File IO,Postlab
spid1_CK5IG37S44MQA3MCO4KMCKTV3L,Finished,18/03/2023 8:12,25/03/2023 8:12,1.67,File IO,Postlab
spid1_LIBCHHNFYFGZ4AXQTM7JAGAMAU,Finished,18/03/2023 11:15,18/03/2023 16:14,9.0,File IO,Postlab
spid1_LIBCHHNFYFGZ4AXQTM7JAGAMAU,Finished,18/03/2023 16:16,18/03/2023 16:19,10.0,File IO,Postlab
spid1_LJ7IRDL4VEKZVFNZHBRT4JGBMH,Finished,18/03/2023 16:24,25/03/2023 16:24,0.0,File IO,Postlab
spid1_PYLEML44JG7ANUAAGAIS42KPRL,Finished,18/03/2023 17:53,22/03/2023 12:36,10.0,File IO,Postlab
spid1_VI6IQHGCQOUJOZKHR3SIUEROWP,Finished,18/03/2023 18:21,18/03/2023 18:35,3.33,File IO,Postlab
spid1_W6DXQALEKDY4LAMJRCCUA6B3AP,Finished,18/03/2023 18:59,25/03/2023 18:59,3.0,File IO,Postlab
spid1_4LADHGTJUWVFTUEORBXQWQRQBQ,Finished,18/03/2023 23:24,25/03/2023 23:24,3.33,File IO,Postlab
spid1_H7J66LZOIZQNXY5WTSDP5UAMBR,Finished,18/03/2023 23:57,25/03/2023 23:57,0.0,File IO,Postlab
spid1_5L4KMM4ROSQCODEUFWQMYWTDG7,Finished,19/03/2023 8:40,26/03/2023 8:40,3.33,File IO,Postlab
spid1_FMP2ZGLKKGIBS5G35VSLPTLH26,Finished,19/03/2023 10:11,26/03/2023 10:11,0.0,File IO,Postlab
spid1_EPCK44YLP4KRWRFJQ6FI2PT6OV,Finished,19/03/2023 15:33,26/03/2023 15:33,0.0,File IO,Postlab
spid1_LCV5MJSOGRBWFSLY6ZKXDFWTC7,Finished,19/03/2023 17:15,19/03/2023 17:22,4.67,File IO,Postlab
spid1_LCV5MJSOGRBWFSLY6ZKXDFWTC7,Finished,19/03/2023 17:23,19/03/2023 19:31,10.0,File IO,Postlab
spid1_XAROWPNW4VCQTL5O3UISEZAMJH,Finished,19/03/2023 17:58,26/03/2023 17:58,5.0,File IO,Postlab
spid1_G4BHCLQAONZD2GPS4C3GN7XMCX,Finished,20/03/2023 14:03,21/03/2023 10:21,10.0,File IO,Postlab
spid1_VJW3JL4CZI2FMCXR2AQ325RYWO,Finished,21/03/2023 8:23,28/03/2023 8:23,2.67,File IO,Postlab
spid1_ZUGERPGQSMW66SCRZUKCXWABAK,Finished,21/03/2023 8:51,28/03/2023 8:51,5.33,File IO,Postlab
spid1_7KV7WXTPSIKHMBLWAI4S7R3NXC,Finished,22/03/2023 13:20,29/03/2023 13:20,1.33,File IO,Postlab
spid1_D46K4PPSPOIQEBRITINEEJPXMS,Finished,22/03/2023 13:38,29/03/2023 13:38,3.33,File IO,Postlab
spid1_7WNHE5TEEM2A6Z6A56HCOFPZS5,Finished,22/03/2023 16:03,23/03/2023 18:22,10.0,File IO,Postlab
spid1_R4TECWC425MV6XQ5QYARAFRN3D,Finished,22/03/2023 17:39,25/03/2023 17:33,10.0,File IO,Postlab
spid1_MF3R2JMGMCHA37Q2KRXNSOXXLO,Finished,22/03/2023 18:38,29/03/2023 18:38,1.33,File IO,Postlab
spid1_CY7Q5DQJ2KNN72LBMCTBUNIL6U,Finished,22/03/2023 19:00,29/03/2023 19:00,3.33,File IO,Postlab
spid1_VH7LYBYZK4GUFVMGWZBHXS2RDT,Finished,22/03/2023 19:04,29/03/2023 19:04,0.0,File IO,Postlab
spid1_JUCFQJS7TUSV5JKKHF3I6M2TOK,Finished,22/03/2023 20:34,29/03/2023 20:34,2.33,File IO,Postlab
spid1_RUKFT3EBVNB5SIKS6K2ZXXPZCL,Finished,23/03/2023 22:19,30/03/2023 22:19,9.67,File IO,Postlab
spid1_GKQL4M2G6F4X6C7CKXVVFRPMJT,Finished,24/03/2023 11:04,31/03/2023 11:04,0.0,File IO,Postlab
spid1_LODFF27AFHEHZPLG3CCB4DZESH,Finished,24/03/2023 22:23,28/03/2023 21:57,9.67,File IO,Postlab
spid1_4EIO47CK35PZ5P36CY7FWYBEE6,Finished,25/03/2023 10:08,25/03/2023 10:55,8.67,File IO,Postlab
spid1_YYBUJWLZIKEJQUQWQZVVH2N7UD,Finished,25/03/2023 14:22,01/04/2023 14:22,6.67,File IO,Postlab
spid1_46RT5VET6PDRWRJHYHBIXNH5RD,Finished,25/03/2023 20:11,01/04/2023 20:11,1.0,File IO,Postlab
spid1_LFBCYOPMJF56HBKIJHC333I3Y3,Finished,26/03/2023 8:23,02/04/2023 8:23,2.67,File IO,Postlab
spid1_BMYX33WVVUHDI24OV72Q4GBNYW,Finished,26/03/2023 16:09,02/04/2023 16:09,3.0,File IO,Postlab
spid1_BCRBJRKGMH4JJI5OV53UAYMOT3,Finished,26/03/2023 16:39,02/04/2023 16:39,4.0,File IO,Postlab
spid1_CVYN7UVPWFBDMS6LPZ4EX2H3JU,Finished,26/03/2023 16:55,02/04/2023 16:55,4.67,File IO,Postlab
spid1_EPCK44YLP4KRWRFJQ6FI2PT6OV,Finished,26/03/2023 19:50,02/04/2023 19:50,0.0,File IO,Postlab
spid1_6ZZOOBQL33WFHXNCLWCM5I4O6T,Finished,26/03/2023 21:13,02/04/2023 21:13,3.33,File IO,Postlab
spid1_CXK46PUEZ4ZRGDUR4HZSIPYIOD,Finished,26/03/2023 22:16,02/04/2023 22:16,6.67,File IO,Postlab
spid1_JNW2I7EDCBAKZUQK7AIH7MSFND,Finished,27/03/2023 8:33,03/04/2023 8:33,3.33,File IO,Postlab
spid1_VAUMMO5PD5IM4VUI4JNH3CRT3A,Finished,27/03/2023 11:50,03/04/2023 11:50,0.0,File IO,Postlab
spid1_5UGWJ6YIMBHYX7RTHVAXY2A77H,Finished,27/03/2023 14:39,03/04/2023 14:39,3.33,File IO,Postlab
spid1_OFS47KQKCBDL6UUCTKY54D7S2W,Finished,27/03/2023 20:12,03/04/2023 20:12,0.33,File IO,Postlab
spid1_365N4AJPHFA65QIWMLAOXKIEVV,Finished,28/03/2023 7:32,04/04/2023 7:32,0.0,File IO,Postlab
spid1_2EJAWMW7NLB7C5MYC6CWBZ5KE2,Finished,28/03/2023 8:40,29/03/2023 10:25,10.0,File IO,Postlab
spid1_5JNK747G4QEQN5F3XZXGS7UW4G,Finished,28/03/2023 10:09,04/04/2023 10:09,3.33,File IO,Postlab
spid1_4XBOSLBIZDAMVPEDSJYO7ZOHFL,Finished,28/03/2023 10:11,04/04/2023 10:11,0.0,File IO,Postlab
spid1_MFJ5F6EXUJOSM2P2WW5BTNXTXB,Finished,28/03/2023 14:05,04/04/2023 14:05,6.67,File IO,Postlab
spid1_DXSJGE3PPMX7SAZOEVC6A6AS6Q,Finished,28/03/2023 14:38,04/04/2023 14:38,2.33,File IO,Postlab
spid1_NXIAJ5DMEC2YBNDTT6CGRXTCHP,Finished,28/03/2023 14:47,03/04/2023 19:55,3.33,File IO,Postlab
spid1_2VB2LMWJBZEQ6KNJ2BZNJRPBYT,Finished,28/03/2023 16:27,04/04/2023 16:27,0.0,File IO,Postlab
spid1_EI7P54KJ4LNXX6PBALANPSPFRM,Finished,29/03/2023 9:25,05/04/2023 9:25,0.0,File IO,Postlab
spid1_PNRATBNFO7X2FCAKTF64QGVXK6,Finished,31/03/2023 14:11,02/04/2023 17:22,9.67,File IO,Postlab
spid1_AJ6DDPJKQXFK5VVHDRZVNMA77F,Finished,31/03/2023 16:44,07/04/2023 16:44,0.0,File IO,Postlab
spid1_RNPI5RVWE3J7KIZPOW6WN5WSQF,Finished,31/03/2023 18:57,02/04/2023 8:58,9.67,File IO,Postlab
spid1_WWI5NPPUTFZSYCEWJD5KPBIYWA,Finished,31/03/2023 23:33,07/04/2023 23:33,3.33,File IO,Postlab
spid1_XNIVJHQQ6YR7BWWSMRMFNM5XM3,Finished,01/04/2023 0:16,08/04/2023 0:16,2.33,File IO,Postlab
spid1_WAY3I5KUS643JC36B2SDV4TLGP,Finished,01/04/2023 6:40,08/04/2023 6:40,3.33,File IO,Postlab
spid1_SCHE4K23QUWOGKWWHT6FYJNZKW,Finished,01/04/2023 12:45,08/04/2023 12:45,0.0,File IO,Postlab
spid1_A6F5UD6CHWTMX7CX574VFPMAWF,Finished,01/04/2023 14:02,08/04/2023 14:02,6.67,File IO,Postlab
